❤️央视源1,#genre#
CCTV女性时尚HD,http://321257.cn:8888/udp/238.1.79.55:4576
CCTV兵器科技HD,http://321257.cn:8888/udp/238.1.79.56:4584
CCTV风云足球HD,http://321257.cn:8888/udp/238.1.79.57:4592
CCTV世界地理HD,http://321257.cn:8888/udp/238.1.79.60:4616
CCTV怀旧剧场HD,http://321257.cn:8888/udp/238.1.79.61:4624
CCTV风云剧场HD,http://321257.cn:8888/udp/238.1.79.62:4632
CCTV第一剧场HD,http://321257.cn:8888/udp/238.1.79.63:4640
CCTV风云音乐HD,http://321257.cn:8888/udp/238.1.79.64:4648
CCTV高尔夫网球HD,http://321257.cn:8888/udp/238.1.79.58:4600
CCTV央视台球HD,http://321257.cn:8888/udp/238.1.79.59:4608
CCTV5+HD,http://321257.cn:8888/udp/238.1.78.237:7768
CETV1HD,http://321257.cn:8888/udp/238.1.78.158:7136
CETV2,http://321257.cn:8888/udp/238.1.78.106:6720
CETV4,http://321257.cn:8888/udp/238.1.78.107:6728
安徽卫视FHD,http://321257.cn:8888/udp/238.1.79.27:4328
安徽经济HD,http://321257.cn:8888/udp/238.1.79.44:4464
安徽影视HD,http://321257.cn:8888/udp/238.1.79.42:4448
安徽公共HD,http://321257.cn:8888/udp/238.1.79.43:4456
安徽体育HD,http://321257.cn:8888/udp/238.1.79.41:4440
安徽科教HD,http://321257.cn:8888/udp/238.1.79.40:4432
安徽人物HD,http://321257.cn:8888/udp/238.1.79.45:4472
安徽国际,http://321257.cn:8888/udp/238.1.78.61:6360
安徽导视,http://321257.cn:8888/udp/238.1.79.66:4664
海豚生活HD,http://321257.cn:8888/udp/238.1.79.50:4512
海豚少儿HD,http://321257.cn:8888/udp/238.1.79.32:4368
海豚健康HD,http://321257.cn:8888/udp/238.1.79.33:4376
海豚影视HD,http://321257.cn:8888/udp/238.1.79.34:4384
家家购物,http://321257.cn:8888/udp/238.1.78.32:6184
北京卫视HD,http://321257.cn:8888/udp/238.1.78.162:7168
天津卫视HD,http://321257.cn:8888/udp/238.1.78.20:6088
重庆卫视HD,http://321257.cn:8888/udp/238.1.78.31:6176
东方卫视HD,http://321257.cn:8888/udp/238.1.78.163:7176
安徽卫视HD,http://321257.cn:8888/udp/238.1.78.150:7072
江苏卫视HD,http://321257.cn:8888/udp/238.1.78.165:7192
浙江卫视HD,http://321257.cn:8888/udp/238.1.78.164:7184
黑龙江卫视HD,http://321257.cn:8888/udp/238.1.78.159:7144
吉林卫视HD,http://321257.cn:8888/udp/238.1.79.48:4496
辽宁卫视HD,http://321257.cn:8888/udp/238.1.78.21:6096
东南卫视HD,http://321257.cn:8888/udp/238.1.78.22:6104
四川卫视HD,http://321257.cn:8888/udp/238.1.78.30:6168
江西卫视HD,http://321257.cn:8888/udp/238.1.78.26:6136
广东卫视HD,http://321257.cn:8888/udp/238.1.78.161:7160
海南卫视HD,http://321257.cn:8888/udp/238.1.79.49:4504
湖北卫视HD,http://321257.cn:8888/udp/238.1.78.168:7216
湖南卫视HD,http://321257.cn:8888/udp/238.1.78.160:7152
贵州卫视HD,http://321257.cn:8888/udp/238.1.78.244:7824
河北卫视HD,http://321257.cn:8888/udp/238.1.78.245:7832
河南卫视HD,http://321257.cn:8888/udp/238.1.79.65:4632
山东卫视HD,http://321257.cn:8888/udp/238.1.78.169:7224
甘肃卫视HD,http://321257.cn:8888/udp/238.1.79.36:4400
陕西卫视,http://321257.cn:8888/udp/238.1.78.88:6576
云南卫视,http://321257.cn:8888/udp/238.1.78.89:6584
山西卫视,http://321257.cn:8888/udp/238.1.78.95:6632
青海卫视,http://321257.cn:8888/udp/238.1.78.102:6688
广西卫视,http://321257.cn:8888/udp/238.1.78.70:6432
内蒙古卫视,http://321257.cn:8888/udp/238.1.78.103:6696
宁夏卫视,http://321257.cn:8888/udp/238.1.78.109:6744
新疆卫视,http://321257.cn:8888/udp/238.1.78.110:6752
西藏卫视,http://321257.cn:8888/udp/238.1.78.101:6680
深圳卫视HD,http://321257.cn:8888/udp/238.1.78.156:7120
兵团卫视,http://321257.cn:8888/udp/238.1.78.104:6704
三沙卫视,http://321257.cn:8888/udp/238.1.78.27:6144
厦门卫视,http://321257.cn:8888/udp/238.1.78.246:7840
陶瓷HD,http://321257.cn:8888/udp/238.1.78.157:7128
全纪实HD,http://321257.cn:8888/udp/238.1.78.151:7080
纪实人文HD,http://321257.cn:8888/udp/238.1.78.153:7096
动漫秀场HD,http://321257.cn:8888/udp/238.1.78.154:7104
金鹰纪实HD,http://321257.cn:8888/udp/238.1.79.9:4184
茶频道HD,http://321257.cn:8888/udp/238.1.79.30:4352
快乐垂钓HD,http://321257.cn:8888/udp/238.1.79.31:4360
生活时尚HD,http://321257.cn:8888/udp/238.1.78.155:7112
体育赛事HD,http://321257.cn:8888/udp/238.1.78.33:6192
中甲联赛HD,http://321257.cn:8888/udp/238.1.79.39:4424
卡酷少儿,http://321257.cn:8888/udp/238.1.78.97:6648
哈哈炫动,http://321257.cn:8888/udp/238.1.78.82:6528
金鹰卡通,http://321257.cn:8888/udp/238.1.78.100:6672
山东教育,http://321257.cn:8888/udp/238.1.78.254:7904
财富天下,http://321257.cn:8888/udp/238.1.78.25:6128
东方财经浦东,http://321257.cn:8888/udp/238.1.78.73:6456
都市剧场,http://321257.cn:8888/udp/238.1.78.74:6464
金色频道,http://321257.cn:8888/udp/238.1.78.76:6480
游戏风云,http://321257.cn:8888/udp/238.1.78.81:6520
法治天地,http://321257.cn:8888/udp/238.1.78.84:6544
七彩戏剧,http://321257.cn:8888/udp/238.1.78.85:6552
合肥新闻,http://321257.cn:8888/udp/238.1.78.111:6760
肥东新闻,http://321257.cn:8888/udp/238.1.78.183:7336
肥东经济,http://321257.cn:8888/udp/238.1.78.184:7344
肥西新闻,http://321257.cn:8888/udp/238.1.78.185:7352
长丰,http://321257.cn:8888/udp/238.1.78.182:7328
滁州新闻,http://321257.cn:8888/udp/238.1.78.132:6928
滁州公共,http://321257.cn:8888/udp/238.1.78.133:6936
滁州科教,http://321257.cn:8888/udp/238.1.78.134:6944
全椒综合,http://321257.cn:8888/udp/238.1.78.203:7496
来安新闻,http://321257.cn:8888/udp/238.1.78.204:7504
定远新闻,http://321257.cn:8888/udp/238.1.78.205:7512
凤阳新闻,http://321257.cn:8888/udp/238.1.78.207:7528
明光综合,http://321257.cn:8888/udp/238.1.78.208:7536
芜湖新闻,http://321257.cn:8888/udp/238.1.78.112:6768
芜湖公共,http://321257.cn:8888/udp/238.1.78.80:6512
芜湖生活,http://321257.cn:8888/udp/238.1.78.152:7088
芜湖教育,http://321257.cn:8888/udp/238.1.78.167:7208
湾沚新闻,http://321257.cn:8888/udp/238.1.78.187:7368
繁昌新闻,http://321257.cn:8888/udp/238.1.78.190:7392
无为新闻,http://321257.cn:8888/udp/238.1.78.188:7376
南陵新闻,http://321257.cn:8888/udp/238.1.78.189:7384
马鞍山新闻,http://321257.cn:8888/udp/238.1.79.15:4232
马鞍山公共,http://321257.cn:8888/udp/238.1.78.77:6488
安庆新闻,http://321257.cn:8888/udp/238.1.78.117:6808
安庆公共,http://321257.cn:8888/udp/238.1.78.118:6816
安庆教育,http://321257.cn:8888/udp/238.1.78.120:6832
潜山综合,http://321257.cn:8888/udp/238.1.78.192:7408
桐城综合,http://321257.cn:8888/udp/238.1.78.28:6152
太湖新闻,http://321257.cn:8888/udp/238.1.79.12:4208
黄山新闻,http://321257.cn:8888/udp/238.1.78.130:6912
黄山公共,http://321257.cn:8888/udp/238.1.78.131:6920
徽州新闻,http://321257.cn:8888/udp/238.1.78.138:6976
太平,http://321257.cn:8888/udp/238.1.78.199:7464
歙县综合,http://321257.cn:8888/udp/238.1.78.200:7472
休宁新闻,http://321257.cn:8888/udp/238.1.79.20:4272
祁门综合,http://321257.cn:8888/udp/238.1.79.14:4224
黟县新闻,http://321257.cn:8888/udp/238.1.78.149:7064
宣城综合,http://321257.cn:8888/udp/238.1.78.142:7008
宣城公共,http://321257.cn:8888/udp/238.1.78.143:7016
广德新闻,http://321257.cn:8888/udp/238.1.78.212:7568
广德生活,http://321257.cn:8888/udp/238.1.78.213:7576
郎溪新闻,http://321257.cn:8888/udp/238.1.78.214:7584
旌德新闻,http://321257.cn:8888/udp/238.1.78.215:7592
宁国新闻,http://321257.cn:8888/udp/238.1.78.216:7600
绩溪新闻,http://321257.cn:8888/udp/238.1.78.218:7616
池州新闻,http://321257.cn:8888/udp/238.1.78.147:7048
池州公共,http://321257.cn:8888/udp/238.1.78.148:7056
石台综合,http://321257.cn:8888/udp/238.1.78.221:7640
东至综合,http://321257.cn:8888/udp/238.1.79.13:4216
铜陵新闻,http://321257.cn:8888/udp/238.1.78.139:6984
铜陵公共,http://321257.cn:8888/udp/238.1.78.140:6992
铜陵科教,http://321257.cn:8888/udp/238.1.78.141:7000
义安新闻,http://321257.cn:8888/udp/238.1.78.211:7560
枞阳,http://321257.cn:8888/udp/238.1.78.210:7552
六安综合,http://321257.cn:8888/udp/238.1.78.144:7024
六安公共,http://321257.cn:8888/udp/238.1.78.145:7032
霍山综合,http://321257.cn:8888/udp/238.1.78.220:7632
霍邱新闻,http://321257.cn:8888/udp/238.1.78.119:6824
金寨综合,http://321257.cn:8888/udp/238.1.79.21:4280
淮南新闻,http://321257.cn:8888/udp/238.1.78.113:6776
淮南公共,http://321257.cn:8888/udp/238.1.78.114:6784
寿县新闻,http://321257.cn:8888/udp/238.1.78.146:7040
淮北新闻,http://321257.cn:8888/udp/238.1.78.135:6952
淮北公共,http://321257.cn:8888/udp/238.1.78.136:6960
淮北教育,http://321257.cn:8888/udp/238.1.78.137:6968
濉溪新闻,http://321257.cn:8888/udp/238.1.78.209:7544
宿州新闻,http://321257.cn:8888/udp/238.1.78.121:6840
宿州公共,http://321257.cn:8888/udp/238.1.78.122:6848
宿州科教,http://321257.cn:8888/udp/238.1.78.123:6856
萧县新闻,http://321257.cn:8888/udp/238.1.79.46:4480
泗县新闻,http://321257.cn:8888/udp/238.1.78.193:7416
蚌埠新闻,http://321257.cn:8888/udp/238.1.78.180:7312
蚌埠公共,http://321257.cn:8888/udp/238.1.78.181:7320
五河新闻,http://321257.cn:8888/udp/238.1.79.52:4528
固镇新闻,http://321257.cn:8888/udp/238.1.79.47:4488
阜阳新闻,http://321257.cn:8888/udp/238.1.78.124:6864
阜阳公共,http://321257.cn:8888/udp/238.1.78.125:6872
阜阳教育,http://321257.cn:8888/udp/238.1.78.126:6880
阜阳都市,http://321257.cn:8888/udp/238.1.78.127:6888
颍上新闻,http://321257.cn:8888/udp/238.1.78.194:7424
界首综合,http://321257.cn:8888/udp/238.1.78.195:7432
临泉新闻,http://321257.cn:8888/udp/238.1.78.29:6160
阜南新闻,http://321257.cn:8888/udp/238.1.79.11:4200
亳州综合,http://321257.cn:8888/udp/238.1.78.128:6896
亳州农村,http://321257.cn:8888/udp/238.1.78.129:6904
利辛新闻,http://321257.cn:8888/udp/238.1.78.196:7440
涡阳新闻,http://321257.cn:8888/udp/238.1.78.197:7448
蒙城新闻,http://321257.cn:8888/udp/238.1.79.19:4264

❤️地方卫视源1,#genre#
湖南卫视,http://111.59.63.32:9901/tsfile/live/1028_1.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8?k
浙江卫视,http://221.213.43.82:8888/newlive/live/hls/24/live.m3u8
浙江卫视,http://111.59.63.32:9901/tsfile/live/1031_1.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
江苏卫视,http://111.59.63.32:9901/tsfile/live/1025_1.m3u8
深圳卫视,http://111.59.63.32:9901/tsfile/live/1033_1.m3u8
北京卫视,https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000
北京卫视,http://221.213.43.82:8888/newlive/live/hls/19/live.m3u8
北京卫视,http://111.59.63.32:9901/tsfile/live/1030_1.m3u8
天津卫视,http://111.59.63.32:9901/tsfile/live/1047_1.m3u8
湖北卫视,http://111.59.63.32:9901/tsfile/live/1044_1.m3u8
安徽卫视,http://111.59.63.32:9901/tsfile/live/1027_1.m3u8
四川卫视,http://111.59.63.32:9901/tsfile/live/1029_1.m3u8
四川卫视,http://221.213.43.82:8888/newlive/live/hls/32/live.m3u8
山东卫视,https://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
陕西卫视,http://221.213.43.82:8888/newlive/live/hls/41/live.m3u8
江西卫视,http://111.59.63.32:9901/tsfile/live/1042_1.m3u8
海南卫视,http://221.213.43.82:8888/newlive/live/hls/50/live.m3u8
吉林卫视,http://111.59.63.32:9901/tsfile/live/1043_1.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
贵州卫视,http://111.59.63.32:9901/tsfile/live/1036_1.m3u8
宁夏卫视,http://111.59.63.32:9901/tsfile/live/1040_1.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
新疆卫视,http://111.59.63.32:9901/tsfile/live/1039_1.m3u8
湖南卫视,https://live.goodiptv.club/api/cqyx.php?id=hunanHD
重庆卫视,https://live.goodiptv.club/api/cqyx.php?id=chongqingHD
江苏卫视,https://live.goodiptv.club/api/cqyx.php?id=jiangsuHD
北京卫视,https://live.goodiptv.club/api/cqyx.php?id=beijingHD
浙江卫视,https://live.goodiptv.club/api/cqyx.php?id=zhejiangHD
东方卫视,https://live.goodiptv.club/api/cqyx.php?id=shanghaiHD
深圳卫视,https://live.goodiptv.club/api/cqyx.php?id=shenzhenHD
辽宁卫视,https://live.goodiptv.club/api/cqyx.php?id=liaoningHD
天津卫视,https://live.goodiptv.club/api/cqyx.php?id=tianjinHD
贵州卫视,https://live.goodiptv.club/api/cqyx.php?id=guizhouHD
四川卫视,https://live.goodiptv.club/api/cqyx.php?id=sichuanHD
东南卫视,https://live.goodiptv.club/api/cqyx.php?id=dongnanHD
黑龙江卫视,https://live.goodiptv.club/api/cqyx.php?id=heilongjiangHD
江西卫视,https://live.goodiptv.club/api/cqyx.php?id=jiangxiHD
吉林卫视,https://live.goodiptv.club/api/cqyx.php?id=jilinHD
广西卫视,https://live.goodiptv.club/api/cqyx.php?id=guangxiHD
广东卫视,https://live.goodiptv.club/api/cqyx.php?id=guangdongHD
东南卫视,https://live.goodiptv.club/api/cqyx.php?id=henanHD
第一剧场,https://live.goodiptv.club/api/cqyx.php?id=diyijuchangHD
都市剧场,https://live.goodiptv.club/api/cqyx.php?id=dsjcHD
动漫秀场,https://live.goodiptv.club/api/cqyx.php?id=dmxcHD
魅力足球,https://live.goodiptv.club/api/cqyx.php?id=mlzqHD
风云剧场,https://live.goodiptv.club/api/cqyx.php?id=fyjcHD
求索纪录,https://live.goodiptv.club/api/cqyx.php?id=qsjlHD
兵器科技,https://live.goodiptv.club/api/cqyx.php?id=bqkjHD
游戏风云,https://live.goodiptv.club/api/cqyx.php?id=yxfyHD
怀旧剧场,https://live.goodiptv.club/api/cqyx.php?id=hjjcHD
风云音乐,https://live.goodiptv.club/api/cqyx.php?id=fyyyHD
央视台球,https://live.goodiptv.club/api/cqyx.php?id=ystqHD
风云足球,https://live.goodiptv.club/api/cqyx.php?id=fyzqHD
文化精品,https://live.goodiptv.club/api/cqyx.php?id=yswhHD
高尔夫网球,https://live.goodiptv.club/api/cqyx.php?id=golfHD
早期教育,https://live.goodiptv.club/api/cqyx.php?id=zaojiaoHD
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
深圳卫视,http://221.213.43.82:8888/newlive/live/hls/28/live.m3u8
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
广东卫视,http://221.213.43.82:8888/newlive/live/hls/21/live.m3u8
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
山西卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
海南卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8
贵州卫视,http://221.213.43.82:8888/newlive/live/hls/29/live.m3u8
甘肃卫视,http://221.213.43.82:8888/newlive/live/hls/36/live.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
深圳卫视,http://221.213.43.82:8888/newlive/live/hls/28/live.m3u8
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
广东卫视,http://221.213.43.82:8888/newlive/live/hls/21/live.m3u8
河南卫视,http://221.213.43.82:8888/newlive/live/hls/33/live.m3u8
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
山西卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
海南卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8
广西卫视,http://221.213.43.82:8888/newlive/live/hls/26/live.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8

❤️地方卫视源3(稳定),#genre#
东方卫视,http://221.213.43.82:8888/newlive/live/hls/20/live.m3u8
云南卫视,http://221.213.43.82:8888/newlive/live/hls/27/live.m3u8
辽宁卫视,http://221.213.43.82:8888/newlive/live/hls/43/live.m3u8
黑龙江卫视,http://221.213.43.82:8888/newlive/live/hls/44/live.m3u8
东南卫视,http://221.213.43.82:8888/newlive/live/hls/47/live.m3u8
深圳旁边卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
江苏卫视,http://221.213.43.82:8888/newlive/live/hls/22/live.m3u8
湖南卫视,http://221.213.43.82:8888/newlive/live/hls/23/live.m3u8
安徽卫视,http://live.aishang.ctlcdn.com/00000110240256_1/playlist.m3u8?CONTENTID=00000110240256_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
北京卫视,http://live.aishang.ctlcdn.com/00000110240129_1/playlist.m3u8?CONTENTID=00000110240129_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
东方卫视,http://live.aishang.ctlcdn.com/00000110240242_1/playlist.m3u8?CONTENTID=00000110240242_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
东南卫视,http://live.aishang.ctlcdn.com/00000110240588_1/playlist.m3u8?CONTENTID=00000110240588_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
广东卫视,http://live.aishang.ctlcdn.com/00000110240137_1/playlist.m3u8?CONTENTID=00000110240137_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
贵州卫视,http://live.aishang.ctlcdn.com/00000110240318_1/playlist.m3u8?CONTENTID=00000110240318_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
河北卫视,http://live.aishang.ctlcdn.com/00000110240317_1/playlist.m3u8?CONTENTID=00000110240317_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
黑龙江卫视,http://live.aishang.ctlcdn.com/00000110240131_1/playlist.m3u8?CONTENTID=00000110240131_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
湖北卫视,http://live.aishang.ctlcdn.com/00000110240135_1/playlist.m3u8?CONTENTID=00000110240135_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
湖南卫视,http://live.aishang.ctlcdn.com/00000110240130_1/playlist.m3u8?CONTENTID=00000110240130_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
